pctf,data,intrare_day,iesire_day,total_day,cet_md,cet_ro,cet_ua,cet_ue,cet_other,zi_sapt,month,is_weekend
RADAUTI,2024-12-08,391,391,782,199,553,4,3,23,7,12,1
RADAUTI,2024-12-09,234,223,457,158,264,4,8,23,1,12,0
RADAUTI,2024-12-10,252,232,484,181,269,6,6,22,2,12,0
RADAUTI,2024-12-11,249,331,580,186,352,7,5,30,3,12,0
RADAUTI,2024-12-12,320,464,784,284,447,18,11,24,4,12,0
RADAUTI,2024-12-13,293,384,677,258,390,5,4,20,5,12,0
RADAUTI,2024-12-14,341,342,683,132,509,15,3,24,6,12,1
RADAUTI,2024-12-15,521,379,900,201,651,15,9,24,7,12,1
RADAUTI,2024-12-16,248,199,447,140,273,7,4,23,1,12,0
RADAUTI,2024-12-17,322,273,595,153,396,13,9,24,2,12,0
RADAUTI,2024-12-18,253,342,595,198,364,9,1,23,3,12,0
RADAUTI,2024-12-19,454,555,1009,296,658,22,8,25,4,12,0
RADAUTI,2024-12-20,294,395,689,216,397,41,8,27,5,12,0
RADAUTI,2024-12-21,553,368,921,243,606,39,5,28,6,12,1
RADAUTI,2024-12-22,1177,483,1660,392,1210,14,12,32,7,12,1
RADAUTI,2024-12-23,723,332,1055,260,719,20,12,44,1,12,0
RADAUTI,2024-12-24,523,340,863,274,539,15,8,27,2,12,0
RADAUTI,2024-12-25,329,407,736,342,341,25,5,23,3,12,0
RADAUTI,2024-12-26,356,378,734,235,443,20,5,31,4,12,0
RADAUTI,2024-12-27,432,407,839,273,499,30,9,28,5,12,0
RADAUTI,2024-12-28,481,436,917,350,494,36,13,24,6,12,1
RADAUTI,2024-12-29,545,439,984,217,728,9,9,21,7,12,1
RADAUTI,2024-12-30,475,364,839,240,547,22,3,27,1,12,0
RADAUTI,2024-12-31,246,223,469,165,259,16,7,22,2,12,0
RADAUTI,2025-01-01,155,191,346,98,205,24,3,16,3,1,0
RADAUTI,2025-01-02,342,620,962,277,626,23,12,24,4,1,0
RADAUTI,2025-01-03,363,945,1308,446,797,29,8,28,5,1,0
RADAUTI,2025-01-04,341,709,1050,306,668,34,12,30,6,1,1
RADAUTI,2025-01-05,464,581,1045,352,644,18,6,25,7,1,1
RADAUTI,2025-01-06,379,392,771,220,499,15,11,26,1,1,0
RADAUTI,2025-01-07,324,432,756,326,393,11,1,25,2,1,0
RADAUTI,2025-01-08,394,504,898,350,502,18,2,26,3,1,0
RADAUTI,2025-01-09,316,557,873,261,551,30,5,26,4,1,0
RADAUTI,2025-01-10,344,836,1180,456,677,7,13,27,5,1,0
RADAUTI,2025-01-11,336,490,826,293,474,32,3,24,6,1,1
RADAUTI,2025-01-12,460,448,908,241,628,13,2,24,7,1,1
RADAUTI,2025-01-13,347,277,624,268,301,22,2,31,1,1,0
RADAUTI,2025-01-14,370,279,649,253,343,21,3,29,2,1,0
RADAUTI,2025-01-15,269,464,733,247,442,20,5,19,3,1,0
RADAUTI,2025-01-16,329,437,766,230,500,7,6,23,4,1,0
RADAUTI,2025-01-17,346,605,951,356,543,22,6,24,5,1,0
RADAUTI,2025-01-18,255,403,658,234,381,6,11,26,6,1,1
RADAUTI,2025-01-19,461,466,927,257,621,16,6,27,7,1,1
RADAUTI,2025-01-20,249,248,497,198,267,7,3,22,1,1,0
RADAUTI,2025-01-21,324,292,616,241,332,13,8,22,2,1,0
RADAUTI,2025-01-22,295,418,713,308,345,18,14,28,3,1,0
RADAUTI,2025-01-23,319,426,745,247,466,8,3,21,4,1,0
RADAUTI,2025-01-24,236,440,676,254,375,11,8,28,5,1,0
RADAUTI,2025-01-25,319,348,667,191,424,24,2,26,6,1,1
RADAUTI,2025-01-26,470,559,1029,222,760,12,11,24,7,1,1
RADAUTI,2025-01-27,278,308,586,209,344,7,4,22,1,1,0
RADAUTI,2025-01-28,385,362,747,323,387,7,6,24,2,1,0
RADAUTI,2025-01-29,265,438,703,302,346,22,7,26,3,1,0
RADAUTI,2025-01-30,351,414,765,215,507,15,3,25,4,1,0
RADAUTI,2025-01-31,298,396,694,266,389,12,7,20,5,1,0
RADAUTI,2025-02-01,256,293,549,143,378,6,2,20,6,2,1
RADAUTI,2025-02-02,439,468,907,274,601,5,5,22,7,2,1
RADAUTI,2025-02-03,280,239,519,159,323,9,5,23,1,2,0
RADAUTI,2025-02-04,274,201,475,178,267,5,6,19,2,2,0
RADAUTI,2025-02-05,198,328,526,152,332,15,7,20,3,2,0
RADAUTI,2025-02-06,312,422,734,285,406,14,2,27,4,2,0
RADAUTI,2025-02-07,310,358,668,239,402,4,2,21,5,2,0
RADAUTI,2025-02-08,288,385,673,245,397,5,5,21,6,2,1
RADAUTI,2025-02-09,428,406,834,254,547,4,7,22,7,2,1
RADAUTI,2025-02-10,270,237,507,168,308,9,2,20,1,2,0
RADAUTI,2025-02-11,327,207,534,192,315,1,5,21,2,2,0
RADAUTI,2025-02-12,247,335,582,194,364,1,5,18,3,2,0
RADAUTI,2025-02-13,365,424,789,212,533,11,7,26,4,2,0
RADAUTI,2025-02-14,253,397,650,242,378,5,3,22,5,2,0
RADAUTI,2025-02-15,367,383,750,141,564,6,2,37,6,2,1
RADAUTI,2025-02-16,600,545,1145,414,689,9,8,25,7,2,1
RADAUTI,2025-02-17,279,200,479,176,274,3,3,23,1,2,0
RADAUTI,2025-02-18,321,269,590,214,339,9,4,24,2,2,0
RADAUTI,2025-02-19,249,322,571,232,301,9,6,23,3,2,0
RADAUTI,2025-02-20,244,346,590,210,352,6,2,20,4,2,0
RADAUTI,2025-02-21,304,421,725,294,395,8,6,22,5,2,0
RADAUTI,2025-02-22,288,331,619,185,394,9,7,24,6,2,1
RADAUTI,2025-02-23,477,445,922,227,658,9,3,25,7,2,1
RADAUTI,2025-02-24,246,243,489,150,306,8,3,22,1,2,0
RADAUTI,2025-02-25,309,249,558,191,339,5,1,22,2,2,0
RADAUTI,2025-02-26,241,377,618,213,384,3,2,16,3,2,0
RADAUTI,2025-02-27,292,389,681,175,468,18,0,20,4,2,0
RADAUTI,2025-02-28,308,466,774,298,430,19,3,24,5,2,0
RADAUTI,2025-03-01,249,309,558,159,373,8,0,18,6,3,1
RADAUTI,2025-03-02,438,456,894,256,606,3,11,18,7,3,1
RADAUTI,2025-03-03,252,234,486,180,267,12,2,25,1,3,0
RADAUTI,2025-03-04,288,287,575,239,302,10,0,24,2,3,0
RADAUTI,2025-03-05,238,392,630,246,355,5,3,21,3,3,0
RADAUTI,2025-03-06,335,409,744,223,491,7,2,21,4,3,0
RADAUTI,2025-03-07,332,383,715,269,404,17,4,21,5,3,0
RADAUTI,2025-03-08,321,341,662,262,367,10,2,21,6,3,1
RADAUTI,2025-03-09,446,463,909,287,592,5,3,22,7,3,1
RADAUTI,2025-03-10,306,237,543,213,291,12,4,23,1,3,0
RADAUTI,2025-03-11,307,252,559,192,334,6,2,25,2,3,0
RADAUTI,2025-03-12,212,325,537,169,324,20,4,20,3,3,0
RADAUTI,2025-03-13,347,350,697,199,477,4,0,17,4,3,0
RADAUTI,2025-03-14,268,360,628,216,367,18,4,23,5,3,0
RADAUTI,2025-03-15,248,281,529,147,349,9,4,20,6,3,1
RADAUTI,2025-03-16,455,384,839,240,567,9,3,20,7,3,1
RADAUTI,2025-03-17,261,276,537,205,302,8,2,20,1,3,0
RADAUTI,2025-03-18,386,255,641,246,348,21,3,23,2,3,0
RADAUTI,2025-03-19,261,413,674,254,376,12,4,28,3,3,0
RADAUTI,2025-03-20,307,399,706,193,480,10,1,22,4,3,0
RADAUTI,2025-03-21,261,399,660,320,291,21,2,26,5,3,0
RADAUTI,2025-03-22,271,313,584,205,345,10,1,23,6,3,1
RADAUTI,2025-03-23,515,471,986,189,749,21,3,24,7,3,1
RADAUTI,2025-03-24,311,292,603,265,295,16,3,24,1,3,0
RADAUTI,2025-03-25,369,296,665,211,422,7,2,23,2,3,0
RADAUTI,2025-03-26,198,286,484,172,274,12,3,23,3,3,0
RADAUTI,2025-03-27,379,486,865,220,601,10,4,30,4,3,0
RADAUTI,2025-03-28,374,455,829,408,388,12,0,21,5,3,0
RADAUTI,2025-03-29,370,371,741,302,389,20,7,23,6,3,1
RADAUTI,2025-03-30,579,546,1125,313,773,13,2,24,7,3,1
RADAUTI,2025-03-31,305,262,567,200,326,11,6,24,1,3,0
RADAUTI,2025-04-01,390,261,651,290,328,7,2,24,2,4,0
RADAUTI,2025-04-02,236,338,574,250,290,10,2,22,3,4,0
RADAUTI,2025-04-03,383,445,828,224,560,13,3,28,4,4,0
RADAUTI,2025-04-04,264,336,600,240,316,14,2,28,5,4,0
RADAUTI,2025-04-05,290,251,541,215,291,9,3,23,6,4,1
RADAUTI,2025-04-06,474,461,935,200,698,7,6,24,7,4,1
RADAUTI,2025-04-07,321,194,515,222,259,11,0,23,1,4,0
RADAUTI,2025-04-08,426,279,705,289,385,6,3,22,2,4,0
RADAUTI,2025-04-09,206,319,525,214,278,2,10,21,3,4,0
RADAUTI,2025-04-10,295,379,674,168,460,15,8,23,4,4,0
RADAUTI,2025-04-11,405,382,787,331,415,17,4,20,5,4,0
RADAUTI,2025-04-12,357,273,630,156,432,14,5,23,6,4,1
RADAUTI,2025-04-13,702,520,1222,285,882,13,19,23,7,4,1
RADAUTI,2025-04-14,393,273,666,213,401,12,12,28,1,4,0
RADAUTI,2025-04-15,502,304,806,319,437,12,12,26,2,4,0
RADAUTI,2025-04-16,355,406,761,266,454,17,0,24,3,4,0
RADAUTI,2025-04-17,577,429,1006,208,740,18,15,25,4,4,0
RADAUTI,2025-04-18,564,293,857,171,608,31,16,31,5,4,0
RADAUTI,2025-04-19,703,291,994,255,672,19,17,31,6,4,1
RADAUTI,2025-04-20,309,174,483,148,285,16,8,26,7,4,1
RADAUTI,2025-04-21,223,386,609,162,400,9,11,27,1,4,0
RADAUTI,2025-04-22,419,595,1014,358,578,26,18,34,2,4,0
RADAUTI,2025-04-23,354,505,859,282,517,20,11,29,3,4,0
RADAUTI,2025-04-24,314,407,721,244,416,11,19,31,4,4,0
RADAUTI,2025-04-25,503,537,1040,302,668,23,23,24,5,4,0
RADAUTI,2025-04-26,423,430,853,263,536,13,14,27,6,4,1
RADAUTI,2025-04-27,518,640,1158,307,798,26,2,25,7,4,1
RADAUTI,2025-04-28,305,483,788,239,513,9,6,21,1,4,0
RADAUTI,2025-04-29,267,413,680,194,443,10,6,27,2,4,0
RADAUTI,2025-04-30,262,479,741,280,404,15,17,25,3,4,0
RADAUTI,2025-05-01,372,466,838,226,562,9,14,27,4,5,0
RADAUTI,2025-05-02,295,593,888,286,532,22,20,28,5,5,0
RADAUTI,2025-05-03,347,459,806,304,436,21,14,31,6,5,1
RADAUTI,2025-05-04,502,564,1066,316,677,34,7,32,7,5,1
RADAUTI,2025-05-05,263,284,547,166,339,13,2,27,1,5,0
RADAUTI,2025-05-06,384,281,665,213,418,6,4,24,2,5,0
RADAUTI,2025-05-07,232,364,596,254,300,11,8,23,3,5,0
RADAUTI,2025-05-08,269,393,662,220,403,11,4,24,4,5,0
RADAUTI,2025-05-09,279,473,752,352,375,1,1,23,5,5,0
RADAUTI,2025-05-10,317,390,707,319,349,14,3,22,6,5,1
RADAUTI,2025-05-11,518,505,1023,375,602,19,4,23,7,5,1
RADAUTI,2025-05-12,224,228,452,164,251,7,6,24,1,5,0
RADAUTI,2025-05-13,286,246,532,197,297,14,0,24,2,5,0
RADAUTI,2025-05-14,232,396,628,246,337,12,9,24,3,5,0
RADAUTI,2025-05-15,358,381,739,220,472,20,3,24,4,5,0
RADAUTI,2025-05-16,354,393,747,273,430,21,1,22,5,5,0
RADAUTI,2025-05-17,327,321,648,200,420,10,0,18,6,5,1
RADAUTI,2025-05-18,582,633,1215,343,821,20,7,24,7,5,1
RADAUTI,2025-05-19,287,290,577,199,317,27,8,26,1,5,0
RADAUTI,2025-05-20,333,305,638,251,341,17,3,26,2,5,0
RADAUTI,2025-05-21,311,394,705,222,452,10,0,21,3,5,0
RADAUTI,2025-05-22,333,366,699,193,462,16,3,25,4,5,0
RADAUTI,2025-05-23,321,352,673,253,379,11,6,24,5,5,0
RADAUTI,2025-05-24,300,322,622,269,322,8,1,22,6,5,1
RADAUTI,2025-05-25,390,416,806,291,484,5,3,23,7,5,1
RADAUTI,2025-05-26,263,236,499,178,297,0,4,20,1,5,0
RADAUTI,2025-05-27,342,296,638,236,371,6,2,23,2,5,0
RADAUTI,2025-05-28,206,324,530,217,253,24,8,28,3,5,0
RADAUTI,2025-05-29,323,413,736,208,500,2,3,23,4,5,0
RADAUTI,2025-05-30,289,393,682,244,403,9,3,23,5,5,0
RADAUTI,2025-05-31,269,317,586,223,339,3,1,20,6,5,1
RADAUTI,2025-06-01,485,479,964,369,545,15,9,26,7,6,1
RADAUTI,2025-06-02,280,259,539,222,271,12,5,29,1,6,0
RADAUTI,2025-06-03,378,297,675,285,354,9,4,23,2,6,0
RADAUTI,2025-06-04,300,408,708,306,345,23,2,32,3,6,0
RADAUTI,2025-06-05,415,441,856,315,493,16,3,29,4,6,0
RADAUTI,2025-06-06,323,369,692,281,354,11,15,31,5,6,0
RADAUTI,2025-06-07,342,320,662,217,384,22,11,28,6,6,1
RADAUTI,2025-06-08,498,467,965,211,694,18,13,29,7,6,1
RADAUTI,2025-06-09,363,438,801,211,532,18,16,24,1,6,0
RADAUTI,2025-06-10,297,315,612,264,286,26,9,27,2,6,0
RADAUTI,2025-06-11,290,430,720,351,315,23,4,27,3,6,0
RADAUTI,2025-06-12,396,432,828,266,509,22,5,26,4,6,0
RADAUTI,2025-06-13,362,489,851,414,401,10,4,22,5,6,0
RADAUTI,2025-06-14,357,541,898,299,383,168,18,30,6,6,1
RADAUTI,2025-06-15,550,676,1226,282,797,96,19,32,7,6,1
RADAUTI,2025-06-16,384,334,718,271,371,26,12,38,1,6,0
RADAUTI,2025-06-17,373,357,730,250,400,37,13,30,2,6,0
RADAUTI,2025-06-18,256,361,617,267,288,25,8,29,3,6,0
RADAUTI,2025-06-19,352,409,761,208,507,7,13,26,4,6,0
RADAUTI,2025-06-20,393,419,812,305,427,11,22,47,5,6,0
RADAUTI,2025-06-21,399,441,840,220,523,55,13,29,6,6,1
RADAUTI,2025-06-22,540,586,1126,255,817,16,13,25,7,6,1
RADAUTI,2025-06-23,330,289,619,204,353,25,11,26,1,6,0
RADAUTI,2025-06-24,371,345,716,225,444,20,3,24,2,6,0
RADAUTI,2025-06-25,296,431,727,238,453,5,6,25,3,6,0
RADAUTI,2025-06-26,323,413,736,210,485,10,5,26,4,6,0
RADAUTI,2025-06-27,332,398,730,252,421,27,2,28,5,6,0
RADAUTI,2025-06-28,415,546,961,300,485,134,13,29,6,6,1
RADAUTI,2025-06-29,717,610,1327,344,909,24,15,35,7,6,1
RADAUTI,2025-06-30,377,325,702,213,421,30,10,28,1,6,0
RADAUTI,2025-07-01,433,318,751,287,379,29,19,37,2,7,0
RADAUTI,2025-07-02,333,434,767,284,413,41,4,25,3,7,0
RADAUTI,2025-07-03,377,414,791,243,506,16,1,25,4,7,0
RADAUTI,2025-07-04,403,470,873,354,464,5,20,30,5,7,0
RADAUTI,2025-07-05,410,370,780,257,426,57,7,33,6,7,1
RADAUTI,2025-07-06,696,598,1294,313,836,96,19,30,7,7,1
RADAUTI,2025-07-07,425,343,768,240,475,21,6,26,1,7,0
RADAUTI,2025-07-08,560,376,936,359,512,25,15,25,2,7,0
RADAUTI,2025-07-09,368,447,815,272,408,89,11,35,3,7,0
RADAUTI,2025-07-10,433,555,988,282,610,52,14,30,4,7,0
RADAUTI,2025-07-11,380,443,823,283,482,20,9,29,5,7,0
RADAUTI,2025-07-12,518,408,926,229,585,65,11,36,6,7,1
RADAUTI,2025-07-13,848,619,1467,398,957,48,24,40,7,7,1
RADAUTI,2025-07-14,520,368,888,362,444,20,26,36,1,7,0
RADAUTI,2025-07-15,560,433,993,390,512,28,11,52,2,7,0
RADAUTI,2025-07-16,417,547,964,385,501,44,9,25,3,7,0
RADAUTI,2025-07-17,521,543,1064,337,621,44,26,36,4,7,0
RADAUTI,2025-07-18,527,619,1146,344,725,36,10,31,5,7,0
RADAUTI,2025-07-19,526,559,1085,335,639,55,25,31,6,7,1
RADAUTI,2025-07-20,908,558,1466,384,992,33,24,33,7,7,1
RADAUTI,2025-07-21,647,429,1076,332,657,36,9,42,1,7,0
RADAUTI,2025-07-22,583,357,940,299,559,27,22,33,2,7,0
RADAUTI,2025-07-23,523,502,1025,360,578,53,7,27,3,7,0
RADAUTI,2025-07-24,523,559,1082,384,644,17,9,28,4,7,0
RADAUTI,2025-07-25,533,483,1016,346,590,26,19,35,5,7,0
RADAUTI,2025-07-26,632,458,1090,368,650,29,12,31,6,7,1
RADAUTI,2025-07-27,1126,587,1713,419,1188,44,27,35,7,7,1
RADAUTI,2025-07-28,833,439,1272,324,847,23,40,38,1,7,0
RADAUTI,2025-07-29,742,424,1166,376,721,22,19,28,2,7,0
RADAUTI,2025-07-30,468,463,931,344,525,19,14,29,3,7,0
RADAUTI,2025-07-31,568,575,1143,332,753,19,8,31,4,7,0
RADAUTI,2025-08-01,724,706,1430,447,853,54,39,37,5,8,0
RADAUTI,2025-08-02,838,512,1350,357,845,75,35,38,6,8,1
RADAUTI,2025-08-03,1338,709,2047,500,1419,50,41,37,7,8,1
RADAUTI,2025-08-04,760,434,1194,312,749,46,45,42,1,8,0
RADAUTI,2025-08-05,795,579,1374,402,841,46,37,48,2,8,0
RADAUTI,2025-08-06,584,642,1226,466,678,21,17,44,3,8,0
RADAUTI,2025-08-07,512,453,965,255,638,21,19,32,4,8,0
RADAUTI,2025-08-08,572,668,1240,326,795,34,35,50,5,8,0
RADAUTI,2025-08-09,618,634,1252,366,788,29,35,34,6,8,1
RADAUTI,2025-08-10,1086,847,1933,486,1328,31,50,38,7,8,1
RADAUTI,2025-08-11,577,502,1079,326,667,34,12,40,1,8,0
RADAUTI,2025-08-12,664,515,1179,435,635,28,38,43,2,8,0
RADAUTI,2025-08-13,546,714,1260,381,768,33,38,40,3,8,0
RADAUTI,2025-08-14,715,993,1708,431,1138,25,73,41,4,8,0
RADAUTI,2025-08-15,714,936,1650,358,1183,52,22,35,5,8,0
RADAUTI,2025-08-16,611,803,1414,380,867,52,69,46,6,8,1
RADAUTI,2025-08-17,845,1028,1873,511,1257,40,30,35,7,8,1
RADAUTI,2025-08-18,513,580,1093,355,650,35,20,33,1,8,0
RADAUTI,2025-08-19,629,716,1345,438,813,28,31,35,2,8,0
RADAUTI,2025-08-20,460,769,1229,396,696,57,42,38,3,8,0
RADAUTI,2025-08-21,576,859,1435,399,926,30,42,38,4,8,0
RADAUTI,2025-08-22,566,1153,1719,593,1045,13,34,34,5,8,0
RADAUTI,2025-08-23,527,896,1423,421,905,33,34,30,6,8,1
RADAUTI,2025-08-24,815,906,1721,526,1087,37,34,37,7,8,1
RADAUTI,2025-08-25,510,724,1234,439,724,29,14,28,1,8,0
RADAUTI,2025-08-26,637,769,1406,543,766,33,28,36,2,8,0
RADAUTI,2025-08-27,549,1222,1771,599,1093,20,26,33,3,8,0
RADAUTI,2025-08-28,538,1453,1991,502,1418,16,23,32,4,8,0
RADAUTI,2025-08-29,497,1640,2137,643,1389,22,49,34,5,8,0
RADAUTI,2025-08-30,484,937,1421,438,863,43,37,40,6,8,1
RADAUTI,2025-08-31,756,792,1548,439,1037,27,17,28,7,8,1
RADAUTI,2025-09-01,281,393,674,201,415,12,15,31,1,9,0
RADAUTI,2025-09-02,430,492,922,335,536,9,15,27,2,9,0
RADAUTI,2025-09-03,376,582,958,342,562,14,9,31,3,9,0
RADAUTI,2025-09-04,419,632,1051,289,706,16,12,28,4,9,0
RADAUTI,2025-09-05,325,815,1140,416,673,15,11,25,5,9,0
RADAUTI,2025-09-06,421,547,968,348,558,27,7,28,6,9,1
RADAUTI,2025-09-07,613,637,1250,376,811,27,6,30,7,9,1
RADAUTI,2025-09-08,394,406,800,342,388,21,22,27,1,9,0
RADAUTI,2025-09-09,413,382,795,353,384,19,11,28,2,9,0
RADAUTI,2025-09-10,277,430,707,252,395,21,15,24,3,9,0
RADAUTI,2025-09-11,391,496,887,285,539,33,6,24,4,9,0
RADAUTI,2025-09-12,312,613,925,327,555,13,7,23,5,9,0
RADAUTI,2025-09-13,411,450,861,382,434,14,5,26,6,9,1
RADAUTI,2025-09-14,689,628,1317,351,885,35,18,28,7,9,1
RADAUTI,2025-09-15,301,318,619,227,354,11,3,24,1,9,0
RADAUTI,2025-09-16,345,261,606,199,376,5,4,22,2,9,0
RADAUTI,2025-09-17,322,460,782,293,425,29,8,27,3,9,0
RADAUTI,2025-09-18,430,513,943,242,657,13,4,27,4,9,0
RADAUTI,2025-09-19,350,514,864,320,498,10,8,28,5,9,0
RADAUTI,2025-09-20,406,409,815,281,466,41,3,24,6,9,1
RADAUTI,2025-09-21,693,642,1335,303,943,45,9,35,7,9,1
RADAUTI,2025-09-22,326,360,686,213,426,17,4,26,1,9,0
RADAUTI,2025-09-23,406,311,717,242,424,12,9,30,2,9,0
RADAUTI,2025-09-24,274,413,687,227,417,9,5,29,3,9,0
RADAUTI,2025-09-25,369,647,1016,213,593,11,4,195,4,9,0
RADAUTI,2025-09-26,325,510,835,300,464,35,8,28,5,9,0
RADAUTI,2025-09-27,428,461,889,244,575,30,7,33,6,9,1
RADAUTI,2025-09-28,565,653,1218,343,790,17,8,60,7,9,1
RADAUTI,2025-09-29,348,439,787,300,453,5,4,25,1,9,0
RADAUTI,2025-09-30,413,361,774,302,423,23,0,26,2,9,0
RADAUTI,2025-10-01,358,446,804,244,516,10,12,22,3,10,0
RADAUTI,2025-10-02,428,510,938,277,625,13,3,20,4,10,0
RADAUTI,2025-10-03,370,507,877,319,516,12,2,28,5,10,0
RADAUTI,2025-10-04,334,430,764,204,507,24,2,27,6,10,1
RADAUTI,2025-10-05,634,519,1153,331,773,12,9,28,7,10,1
RADAUTI,2025-10-06,300,312,612,208,358,16,6,24,1,10,0
RADAUTI,2025-10-07,317,251,568,216,315,9,1,27,2,10,0
RADAUTI,2025-10-08,223,296,519,183,307,0,9,20,3,10,0
RADAUTI,2025-10-09,318,424,742,229,484,8,0,21,4,10,0
RADAUTI,2025-10-10,304,578,882,406,440,10,3,23,5,10,0
RADAUTI,2025-10-11,254,358,612,243,325,23,0,21,6,10,1
RADAUTI,2025-10-12,628,564,1192,309,841,5,12,25,7,10,1
RADAUTI,2025-10-13,272,239,511,170,312,7,2,20,1,10,0
RADAUTI,2025-10-14,370,305,675,171,470,7,5,22,2,10,0
RADAUTI,2025-10-15,242,345,587,193,365,1,8,20,3,10,0
RADAUTI,2025-10-16,307,396,703,195,466,10,5,27,4,10,0
RADAUTI,2025-10-17,363,494,857,272,542,13,6,24,5,10,0
RADAUTI,2025-10-18,361,399,760,257,453,21,5,24,6,10,1
RADAUTI,2025-10-19,599,571,1170,236,897,11,5,21,7,10,1
RADAUTI,2025-10-20,294,275,569,165,364,12,4,24,1,10,0
RADAUTI,2025-10-21,286,225,511,158,317,9,2,25,2,10,0
RADAUTI,2025-10-22,236,371,607,175,396,12,3,21,3,10,0
RADAUTI,2025-10-23,414,486,900,217,625,3,8,47,4,10,0
RADAUTI,2025-10-24,341,484,825,306,461,10,11,37,5,10,0
RADAUTI,2025-10-25,326,481,807,357,410,15,2,23,6,10,1
RADAUTI,2025-10-26,668,712,1380,399,942,15,2,22,7,10,1
RADAUTI,2025-10-27,380,378,758,282,431,11,3,31,1,10,0
RADAUTI,2025-10-28,355,316,671,286,349,12,3,21,2,10,0
RADAUTI,2025-10-29,298,463,761,306,403,17,11,24,3,10,0
RADAUTI,2025-10-30,406,478,884,266,570,14,9,25,4,10,0
RADAUTI,2025-10-31,360,463,823,309,467,14,9,24,5,10,0
RADAUTI,2025-11-01,342,402,744,270,431,15,5,23,6,11,1
RADAUTI,2025-11-02,625,600,1225,420,761,17,5,22,7,11,1
RADAUTI,2025-11-03,289,315,604,238,321,14,7,24,1,11,0
RADAUTI,2025-11-04,364,252,616,216,368,4,5,23,2,11,0
RADAUTI,2025-11-05,317,352,669,226,421,4,2,16,3,11,0
RADAUTI,2025-11-06,429,470,899,256,594,17,7,25,4,11,0
RADAUTI,2025-11-07,315,419,734,261,439,4,5,25,5,11,0
RADAUTI,2025-11-08,395,492,887,263,582,13,8,21,6,11,1
RADAUTI,2025-11-09,545,606,1151,269,830,27,5,20,7,11,1
RADAUTI,2025-11-10,292,308,600,213,363,2,1,21,1,11,0
RADAUTI,2025-11-11,368,314,682,278,376,3,2,23,2,11,0
RADAUTI,2025-11-12,328,346,674,188,464,2,3,17,3,11,0
RADAUTI,2025-11-13,439,479,918,203,691,1,3,20,4,11,0
RADAUTI,2025-11-14,471,516,987,386,556,15,0,30,5,11,0
RADAUTI,2025-11-15,389,379,768,257,487,3,1,20,6,11,1
RADAUTI,2025-11-16,607,653,1260,220,993,17,2,28,7,11,1
RADAUTI,2025-11-17,294,301,595,194,369,7,3,22,1,11,0
RADAUTI,2025-11-18,273,272,545,170,346,6,1,22,2,11,0
RADAUTI,2025-11-19,335,339,674,232,409,6,5,22,3,11,0
RADAUTI,2025-11-20,397,431,828,230,567,7,1,23,4,11,0
RADAUTI,2025-11-21,440,475,915,243,641,9,1,21,5,11,0
RADAUTI,2025-11-22,332,373,705,161,512,7,3,22,6,11,1
RADAUTI,2025-11-23,542,587,1129,225,872,6,6,20,7,11,1
RADAUTI,2025-11-24,273,307,580,197,349,10,3,21,1,11,0
RADAUTI,2025-11-25,283,286,569,154,392,4,1,18,2,11,0
RADAUTI,2025-11-26,258,308,566,157,374,12,2,21,3,11,0
RADAUTI,2025-11-27,341,355,696,147,510,16,0,23,4,11,0
RADAUTI,2025-11-28,401,416,817,282,508,5,1,21,5,11,0
RADAUTI,2025-11-29,404,427,831,278,505,24,0,24,6,11,1
RADAUTI,2025-11-30,540,515,1055,266,758,7,2,22,7,11,1
RENI,2022-12-01,790,645,1435,94,36,1245,10,50,4,12,0
RENI,2022-12-02,809,721,1530,54,42,1372,7,55,5,12,0
RENI,2022-12-03,933,735,1668,88,25,1484,13,58,6,12,1
RENI,2022-12-04,703,596,1299,119,48,1063,15,54,7,12,1
RENI,2022-12-05,656,599,1255,75,13,1103,10,54,1,12,0
RENI,2022-12-06,590,467,1057,74,28,902,11,42,2,12,0
RENI,2022-12-07,653,522,1175,77,18,1022,8,50,3,12,0
RENI,2022-12-08,595,629,1224,110,47,988,10,69,4,12,0
RENI,2022-12-09,673,574,1247,122,34,1036,11,44,5,12,0
RENI,2022-12-10,770,658,1428,88,40,1248,8,44,6,12,1
RENI,2022-12-11,728,651,1379,124,52,1138,13,52,7,12,1
RENI,2022-12-12,497,616,1113,62,25,965,10,51,1,12,0
RENI,2022-12-13,614,566,1180,119,61,925,15,60,2,12,0
RENI,2022-12-14,633,542,1175,80,38,1004,10,43,3,12,0
RENI,2022-12-15,598,522,1120,102,22,944,10,42,4,12,0
RENI,2022-12-16,774,696,1470,134,31,1244,8,53,5,12,0
RENI,2022-12-17,1060,907,1967,160,80,1666,16,45,6,12,1
RENI,2022-12-18,867,946,1813,187,39,1514,20,53,7,12,1
RENI,2022-12-19,510,517,1027,59,21,907,5,35,1,12,0
RENI,2022-12-20,655,546,1201,76,23,1041,10,51,2,12,0
RENI,2022-12-21,752,747,1499,83,42,1305,16,53,3,12,0
RENI,2022-12-22,544,565,1109,117,46,887,15,44,4,12,0
RENI,2022-12-23,675,681,1356,68,32,1169,15,72,5,12,0
RENI,2022-12-24,1028,1033,2061,92,35,1857,12,65,6,12,1
RENI,2022-12-25,525,800,1325,83,29,1160,16,37,7,12,1
RENI,2022-12-26,650,744,1394,100,31,1203,15,45,1,12,0
RENI,2022-12-27,935,1000,1935,103,56,1702,15,59,2,12,0
