pctf,data,intrare_day,iesire_day,total_day,car_in,car_out,bus_in,bus_out,light_trucks_in,light_trucks_out,trucks_in,trucks_out,zi_sapt,month,is_weekend
RADAUTI,2022-12-21,127,154,281,112,131,2,1,6,11,7,11,3,12,0
RADAUTI,2022-12-22,150,168,318,143,154,0,3,5,6,2,5,4,12,0
RADAUTI,2022-12-23,188,200,388,168,166,2,9,9,9,9,16,5,12,0
RADAUTI,2022-12-24,175,153,328,161,142,0,0,7,5,7,6,6,12,1
RADAUTI,2022-12-25,94,83,177,86,68,0,1,2,7,6,7,7,12,1
RADAUTI,2022-12-26,99,90,189,90,84,1,0,3,2,5,4,1,12,0
RADAUTI,2022-12-27,129,157,286,124,148,1,1,2,2,2,6,2,12,0
RADAUTI,2022-12-28,160,182,342,139,162,7,7,4,2,10,11,3,12,0
RADAUTI,2022-12-29,193,193,386,180,177,0,0,6,7,7,9,4,12,0
RADAUTI,2022-12-30,159,164,323,148,154,1,0,5,4,5,6,5,12,0
RADAUTI,2022-12-31,85,99,184,77,97,0,0,4,1,4,1,6,12,1
RADAUTI,2023-01-01,42,75,117,42,73,0,0,0,0,0,2,7,1,1
RADAUTI,2023-01-02,92,145,237,89,138,0,1,2,3,1,3,1,1,0
RADAUTI,2023-01-03,117,181,298,113,170,1,1,0,3,3,7,2,1,0
RADAUTI,2023-01-04,98,143,241,93,134,2,0,1,3,2,6,3,1,0
RADAUTI,2023-01-05,146,202,348,139,185,0,4,3,6,4,7,4,1,0
RADAUTI,2023-01-06,124,179,303,117,164,0,2,4,7,3,6,5,1,0
RADAUTI,2023-01-07,103,163,266,97,148,0,0,3,5,3,10,6,1,1
RADAUTI,2023-01-08,127,167,294,121,159,0,0,1,0,5,8,7,1,1
RADAUTI,2023-01-09,124,146,270,112,139,2,0,4,3,6,4,1,1,0
RADAUTI,2023-01-10,84,120,204,73,109,2,1,3,4,6,6,2,1,0
RADAUTI,2023-01-11,114,145,259,109,130,2,3,0,6,3,6,3,1,0
RADAUTI,2023-01-12,119,156,275,107,128,0,5,5,10,7,13,4,1,0
RADAUTI,2023-01-13,120,178,298,109,152,0,4,4,7,7,15,5,1,0
RADAUTI,2023-01-14,105,138,243,94,126,2,1,2,2,7,9,6,1,1
RADAUTI,2023-01-15,111,126,237,109,118,1,1,1,2,0,5,7,1,1
RADAUTI,2023-01-16,103,129,232,94,123,1,0,4,2,4,4,1,1,0
RADAUTI,2023-01-17,115,132,247,100,121,1,0,5,5,9,6,2,1,0
RADAUTI,2023-01-18,104,134,238,89,110,2,4,6,7,7,13,3,1,0
RADAUTI,2023-01-19,136,187,323,118,142,3,9,3,6,12,30,4,1,0
RADAUTI,2023-01-20,119,153,272,101,120,0,5,13,13,5,15,5,1,0
RADAUTI,2023-01-21,125,153,278,112,135,0,1,4,9,9,8,6,1,1
RADAUTI,2023-01-22,106,132,238,98,124,0,0,4,4,4,4,7,1,1
RADAUTI,2023-01-23,88,112,200,80,104,1,1,5,2,2,5,1,1,0
RADAUTI,2023-01-24,83,117,200,73,105,3,1,5,3,2,8,2,1,0
RADAUTI,2023-01-25,123,133,256,108,119,3,3,6,4,6,7,3,1,0
RADAUTI,2023-01-26,127,180,307,114,139,3,14,6,9,4,18,4,1,0
RADAUTI,2023-01-27,101,153,254,89,112,3,11,3,9,6,21,5,1,0
RADAUTI,2023-01-28,103,119,222,94,106,0,0,3,3,6,10,6,1,1
RADAUTI,2023-01-29,141,157,298,129,147,0,0,4,3,8,7,7,1,1
RADAUTI,2023-01-30,78,98,176,72,93,1,0,1,3,4,2,1,1,0
RADAUTI,2023-01-31,84,117,201,74,106,1,1,4,3,5,7,2,1,0
RADAUTI,2023-02-01,126,147,273,108,128,2,1,7,5,9,13,3,2,0
RADAUTI,2023-02-02,145,171,316,123,140,3,6,5,7,14,18,4,2,0
RADAUTI,2023-02-03,98,127,225,84,100,2,6,3,5,9,16,5,2,0
RADAUTI,2023-02-04,92,117,209,88,111,0,1,1,0,3,5,6,2,1
RADAUTI,2023-02-05,120,123,243,112,108,0,0,2,4,6,11,7,2,1
RADAUTI,2023-02-06,106,134,240,94,115,0,0,4,6,8,13,1,2,0
RADAUTI,2023-02-07,78,102,180,70,94,1,0,1,3,6,5,2,2,0
RADAUTI,2023-02-08,87,121,208,79,95,3,4,3,9,2,13,3,2,0
RADAUTI,2023-02-09,93,130,223,84,101,0,6,2,6,7,17,4,2,0
RADAUTI,2023-02-10,105,134,239,94,116,2,3,2,4,7,11,5,2,0
RADAUTI,2023-02-11,96,117,213,87,106,1,1,1,0,7,10,6,2,1
RADAUTI,2023-02-12,127,136,263,121,125,0,0,2,5,4,6,7,2,1
RADAUTI,2023-02-13,97,123,220,91,123,0,0,3,0,3,0,1,2,0
RADAUTI,2023-02-14,131,146,277,114,130,2,0,8,7,7,9,2,2,0
RADAUTI,2023-02-15,127,169,296,94,120,3,5,10,15,20,29,3,2,0
RADAUTI,2023-02-16,143,207,350,120,157,3,8,7,18,13,24,4,2,0
RADAUTI,2023-02-17,120,173,293,106,150,2,5,4,4,8,14,5,2,0
RADAUTI,2023-02-18,133,182,315,129,156,0,1,2,9,2,16,6,2,1
RADAUTI,2023-02-19,180,202,382,161,177,1,0,10,12,8,13,7,2,1
RADAUTI,2023-02-20,109,147,256,96,118,0,0,8,11,5,18,1,2,0
RADAUTI,2023-02-21,117,141,258,107,130,3,0,5,5,2,6,2,2,0
RADAUTI,2023-02-22,147,184,331,128,142,1,5,7,17,11,20,3,2,0
RADAUTI,2023-02-23,126,174,300,102,126,4,10,10,18,10,20,4,2,0
RADAUTI,2023-02-24,121,157,278,107,134,3,5,6,7,5,11,5,2,0
RADAUTI,2023-02-25,102,142,244,93,126,0,0,4,7,5,9,6,2,1
RADAUTI,2023-02-26,155,178,333,148,168,0,0,3,2,4,8,7,2,1
RADAUTI,2023-02-27,90,105,195,84,93,1,0,4,6,1,6,1,2,0
RADAUTI,2023-02-28,95,112,207,88,97,2,1,4,7,1,7,2,2,0
RADAUTI,2023-03-01,106,137,243,88,107,3,2,10,14,5,14,3,3,0
RADAUTI,2023-03-02,141,176,317,118,140,4,10,9,12,10,14,4,3,0
RADAUTI,2023-03-03,112,131,243,101,112,2,4,3,5,6,10,5,3,0
RADAUTI,2023-03-04,103,136,239,95,121,1,0,4,8,3,7,6,3,1
RADAUTI,2023-03-05,121,145,266,109,130,0,0,5,8,7,7,7,3,1
RADAUTI,2023-03-06,108,133,241,94,117,1,1,8,7,5,8,1,3,0
RADAUTI,2023-03-07,102,120,222,98,109,1,0,3,6,0,5,2,3,0
RADAUTI,2023-03-08,92,141,233,83,120,1,4,7,8,1,9,3,3,0
RADAUTI,2023-03-09,133,160,293,120,127,2,5,6,12,5,16,4,3,0
RADAUTI,2023-03-10,121,142,263,112,128,1,2,4,7,4,5,5,3,0
RADAUTI,2023-03-11,107,112,219,100,100,0,1,4,6,3,5,6,3,1
RADAUTI,2023-03-12,162,171,333,155,160,1,0,3,6,3,5,7,3,1
RADAUTI,2023-03-13,105,119,224,92,104,0,0,10,9,3,6,1,3,0
RADAUTI,2023-03-14,120,141,261,107,126,1,0,5,8,7,7,2,3,0
RADAUTI,2023-03-15,116,148,264,94,100,1,3,15,30,6,15,3,3,0
RADAUTI,2023-03-16,170,230,400,142,169,1,7,15,28,12,26,4,3,0
RADAUTI,2023-03-17,89,121,210,82,105,0,1,4,5,3,10,5,3,0
RADAUTI,2023-03-18,122,143,265,119,131,0,0,1,5,2,7,6,3,1
RADAUTI,2023-03-19,144,158,302,133,145,0,0,6,7,5,6,7,3,1
RADAUTI,2023-03-20,100,116,216,90,104,1,0,5,5,4,7,1,3,0
RADAUTI,2023-03-21,110,131,241,103,124,1,0,3,3,3,4,2,3,0
RADAUTI,2023-03-22,144,178,322,118,125,1,5,14,30,11,18,3,3,0
RADAUTI,2023-03-23,111,153,264,97,121,1,7,7,12,6,13,4,3,0
RADAUTI,2023-03-24,93,120,213,87,95,1,5,3,9,2,11,5,3,0
RADAUTI,2023-03-25,114,146,260,105,133,2,1,4,4,3,8,6,3,1
RADAUTI,2023-03-26,154,170,324,142,163,2,0,4,2,6,5,7,3,1
RADAUTI,2023-03-27,82,104,186,75,89,0,2,4,6,3,7,1,3,0
RADAUTI,2023-03-28,109,129,238,96,113,1,0,9,10,3,6,2,3,0
RADAUTI,2023-03-29,106,156,262,78,95,1,4,16,34,11,23,3,3,0
RADAUTI,2023-03-30,136,158,294,126,130,0,4,3,11,7,13,4,3,0
RADAUTI,2023-03-31,102,132,234,96,119,0,2,3,4,3,7,5,3,0
RADAUTI,2023-04-01,102,108,210,97,101,0,0,4,3,1,4,6,4,1
RADAUTI,2023-04-02,165,176,341,152,164,3,0,5,6,5,6,7,4,1
RADAUTI,2023-04-03,114,132,246,107,119,0,0,4,5,3,8,1,4,0
RADAUTI,2023-04-04,92,96,188,84,86,1,0,5,5,2,5,2,4,0
RADAUTI,2023-04-05,81,132,213,62,88,4,7,11,22,4,15,3,4,0
RADAUTI,2023-04-06,2,2,4,1,1,0,0,1,1,0,0,4,4,0
RADAUTI,2023-04-07,114,131,245,104,98,0,4,5,13,5,16,5,4,0
RADAUTI,2023-04-08,112,118,230,99,103,0,0,4,6,9,9,6,4,1
RADAUTI,2023-04-09,150,163,313,147,154,0,0,2,4,1,5,7,4,1
RADAUTI,2023-04-10,114,122,236,102,108,1,0,5,5,6,9,1,4,0
RADAUTI,2023-04-11,136,142,278,127,130,1,0,4,7,4,5,2,4,0
RADAUTI,2023-04-12,146,174,320,121,130,0,2,13,22,12,20,3,4,0
RADAUTI,2023-04-13,237,246,483,206,200,6,5,13,20,12,21,4,4,0
RADAUTI,2023-04-14,177,147,324,165,139,2,1,5,2,5,5,5,4,0
RADAUTI,2023-04-15,140,109,249,125,101,0,0,9,5,6,3,6,4,1
RADAUTI,2023-04-16,66,60,126,61,60,0,0,2,0,3,0,7,4,1
RADAUTI,2023-04-17,92,153,245,85,138,0,0,4,5,3,10,1,4,0
RADAUTI,2023-04-18,93,143,236,85,130,0,0,4,7,4,6,2,4,0
RADAUTI,2023-04-19,131,180,311,127,154,0,3,2,13,2,10,3,4,0
RADAUTI,2023-04-20,141,164,305,131,149,0,1,5,7,5,7,4,4,0
RADAUTI,2023-04-21,135,155,290,119,139,2,2,5,5,9,9,5,4,0
RADAUTI,2023-04-22,129,131,260,119,127,0,0,5,2,5,2,6,4,1
RADAUTI,2023-04-23,156,201,357,147,195,0,0,2,0,7,6,7,4,1
RADAUTI,2023-04-24,90,115,205,86,106,1,0,1,5,2,4,1,4,0
RADAUTI,2023-04-25,118,134,252,111,123,2,0,2,6,3,5,2,4,0
RADAUTI,2023-04-26,109,173,282,99,136,0,4,6,19,4,14,3,4,0
RADAUTI,2023-04-27,149,192,341,137,165,2,7,4,6,6,14,4,4,0
RADAUTI,2023-04-28,125,144,269,115,138,0,2,1,2,9,2,5,4,0
RADAUTI,2023-04-29,93,124,217,89,114,1,1,1,3,2,6,6,4,1
RADAUTI,2023-04-30,126,152,278,113,143,1,1,6,3,6,5,7,4,1
RADAUTI,2023-05-01,115,115,230,101,103,0,0,8,5,6,7,1,5,0
RADAUTI,2023-05-02,130,141,271,111,126,2,0,8,7,9,8,2,5,0
RADAUTI,2023-05-03,119,160,279,106,126,0,4,9,17,4,13,3,5,0
RADAUTI,2023-05-04,133,160,293,118,134,1,4,10,12,4,10,4,5,0
RADAUTI,2023-05-05,126,174,300,118,161,0,1,4,5,4,7,5,5,0
RADAUTI,2023-05-06,119,150,269,101,131,1,1,6,4,11,14,6,5,1
RADAUTI,2023-05-07,145,188,333,135,178,1,0,6,5,3,5,7,5,1
RADAUTI,2023-05-08,176,180,356,160,167,3,1,5,6,8,6,1,5,0
RADAUTI,2023-05-09,124,122,246,118,116,2,0,0,1,4,5,2,5,0
RADAUTI,2023-05-10,116,135,251,105,102,1,5,5,15,5,13,3,5,0
RADAUTI,2023-05-11,133,154,287,120,135,0,2,6,6,7,11,4,5,0
RADAUTI,2023-05-12,113,128,241,102,114,1,0,4,6,6,8,5,5,0
RADAUTI,2023-05-13,123,145,268,117,130,0,1,2,4,4,10,6,5,1
RADAUTI,2023-05-14,162,193,355,151,184,0,0,4,2,7,7,7,5,1
RADAUTI,2023-05-15,95,109,204,83,97,2,1,4,3,6,8,1,5,0
RADAUTI,2023-05-16,109,113,222,97,100,0,1,4,1,8,11,2,5,0
RADAUTI,2023-05-17,123,154,277,106,124,0,3,7,14,10,13,3,5,0
RADAUTI,2023-05-18,137,157,294,130,138,0,0,3,5,4,14,4,5,0
RADAUTI,2023-05-19,136,149,285,131,138,0,1,0,2,5,8,5,5,0
RADAUTI,2023-05-20,110,124,234,100,114,2,1,5,3,3,6,6,5,1
RADAUTI,2023-05-21,140,189,329,134,178,0,2,3,5,3,4,7,5,1
RADAUTI,2023-05-22,86,118,204,74,110,0,0,7,4,5,4,1,5,0
RADAUTI,2023-05-23,99,108,207,92,102,0,0,1,3,6,3,2,5,0
RADAUTI,2023-05-24,106,140,246,96,112,0,5,6,14,4,9,3,5,0
RADAUTI,2023-05-25,129,147,276,124,132,0,1,3,8,2,6,4,5,0
RADAUTI,2023-05-26,111,137,248,100,122,2,2,4,2,5,11,5,5,0
RADAUTI,2023-05-27,111,127,238,103,120,1,1,2,0,5,6,6,5,1
RADAUTI,2023-05-28,146,147,293,141,146,1,0,1,0,3,1,7,5,1
RADAUTI,2023-05-29,118,139,257,102,118,2,1,7,10,7,10,1,5,0
RADAUTI,2023-05-30,89,103,192,78,95,0,0,7,4,4,4,2,5,0
RADAUTI,2023-05-31,119,150,269,112,121,0,3,3,12,4,14,3,5,0
RADAUTI,2023-06-01,119,158,277,111,146,0,1,4,4,4,7,4,6,0
RADAUTI,2023-06-02,120,115,235,110,102,0,1,5,5,5,7,5,6,0
RADAUTI,2023-06-03,107,111,218,100,102,0,0,5,3,2,6,6,6,1
RADAUTI,2023-06-04,161,165,326,156,159,0,0,2,3,3,3,7,6,1
RADAUTI,2023-06-05,95,140,235,86,135,0,0,5,3,4,2,1,6,0
RADAUTI,2023-06-06,113,141,254,100,127,1,0,6,7,6,7,2,6,0
RADAUTI,2023-06-07,90,139,229,85,114,0,3,3,12,2,10,3,6,0
RADAUTI,2023-06-08,124,147,271,116,134,1,2,1,4,6,7,4,6,0
RADAUTI,2023-06-09,118,129,247,113,116,0,2,1,4,4,7,5,6,0
RADAUTI,2023-06-10,124,134,258,112,125,1,2,4,2,7,5,6,6,1
RADAUTI,2023-06-11,171,195,366,157,181,0,0,4,4,10,10,7,6,1
RADAUTI,2023-06-12,131,162,293,118,151,4,2,3,1,6,8,1,6,0
RADAUTI,2023-06-13,102,124,226,88,114,2,0,3,3,9,7,2,6,0
RADAUTI,2023-06-14,112,153,265,107,123,1,2,2,13,2,15,3,6,0
RADAUTI,2023-06-15,152,188,340,141,164,2,4,4,9,5,11,4,6,0
RADAUTI,2023-06-16,151,150,301,128,133,0,2,6,4,17,11,5,6,0
RADAUTI,2023-06-17,135,146,281,123,131,0,1,5,5,7,9,6,6,1
RADAUTI,2023-06-18,174,211,385,166,196,1,0,3,4,4,11,7,6,1
RADAUTI,2023-06-19,122,147,269,111,131,1,0,5,7,5,9,1,6,0
RADAUTI,2023-06-20,112,131,243,102,125,2,0,2,1,6,5,2,6,0
RADAUTI,2023-06-21,128,150,278,121,127,0,4,3,8,4,11,3,6,0
RADAUTI,2023-06-22,140,163,303,127,146,0,2,4,4,9,11,4,6,0
RADAUTI,2023-06-23,141,177,318,132,163,0,1,4,4,5,9,5,6,0
RADAUTI,2023-06-24,145,159,304,133,149,1,1,6,5,5,4,6,6,1
RADAUTI,2023-06-25,173,183,356,166,181,1,0,3,1,3,1,7,6,1
RADAUTI,2023-06-26,109,134,243,99,123,0,0,6,6,4,5,1,6,0
RADAUTI,2023-06-27,125,143,268,115,136,1,0,5,3,4,4,2,6,0
RADAUTI,2023-06-28,116,152,268,111,126,0,3,2,13,3,10,3,6,0
RADAUTI,2023-06-29,142,167,309,140,152,0,2,1,5,1,8,4,6,0
RADAUTI,2023-06-30,122,166,288,115,154,0,1,4,4,3,7,5,6,0
RADAUTI,2023-07-01,140,156,296,122,142,1,1,6,6,11,7,6,7,1
RADAUTI,2023-07-02,200,167,367,189,154,0,0,4,5,7,8,7,7,1
RADAUTI,2023-07-03,145,134,279,127,120,0,0,9,6,9,8,1,7,0
RADAUTI,2023-07-04,137,140,277,127,136,1,0,4,1,5,3,2,7,0
RADAUTI,2023-07-05,151,171,322,136,146,2,4,4,9,9,12,3,7,0
RADAUTI,2023-07-06,157,188,345,149,172,1,4,4,4,3,8,4,7,0
RADAUTI,2023-07-07,157,170,327,153,158,0,1,1,5,3,6,5,7,0
RADAUTI,2023-07-08,147,171,318,141,167,0,0,1,1,5,3,6,7,1
RADAUTI,2023-07-09,248,208,456,236,190,3,2,2,4,7,12,7,7,1
RADAUTI,2023-07-10,159,150,309,151,144,0,0,3,3,5,3,1,7,0
RADAUTI,2023-07-11,155,161,316,147,155,1,0,5,3,2,3,2,7,0
RADAUTI,2023-07-12,156,171,327,143,137,1,7,6,11,6,16,3,7,0
RADAUTI,2023-07-13,157,188,345,149,175,0,0,3,7,5,6,4,7,0
RADAUTI,2023-07-14,147,152,299,140,146,0,1,4,2,3,3,5,7,0
RADAUTI,2023-07-15,154,134,288,146,130,1,0,2,1,5,3,6,7,1
RADAUTI,2023-07-16,235,210,445,232,204,0,1,1,1,2,4,7,7,1
RADAUTI,2023-07-17,166,152,318,155,150,1,0,2,0,8,2,1,7,0
RADAUTI,2023-07-18,130,132,262,121,130,2,0,3,1,4,1,2,7,0
RADAUTI,2023-07-19,130,163,293,126,138,0,5,1,7,3,13,3,7,0
RADAUTI,2023-07-20,180,190,370,170,177,1,2,3,4,6,7,4,7,0
RADAUTI,2023-07-21,140,160,300,133,146,0,1,4,8,3,5,5,7,0
RADAUTI,2023-07-22,171,134,305,163,128,1,0,4,1,3,5,6,7,1
RADAUTI,2023-07-23,256,206,462,247,200,0,2,3,1,6,3,7,7,1
RADAUTI,2023-07-24,215,159,374,202,144,0,0,5,5,8,10,1,7,0
RADAUTI,2023-07-25,168,180,348,152,172,2,0,1,3,13,5,2,7,0
RADAUTI,2023-07-26,156,172,328,145,153,0,4,4,7,7,8,3,7,0
RADAUTI,2023-07-27,188,202,390,179,190,0,3,4,3,5,6,4,7,0
RADAUTI,2023-07-28,185,180,365,177,174,0,1,3,2,5,3,5,7,0
RADAUTI,2023-07-29,205,183,388,203,172,0,0,1,2,1,9,6,7,1
RADAUTI,2023-07-30,402,210,612,379,198,1,0,6,5,16,7,7,7,1
RADAUTI,2023-07-31,289,180,469,270,173,2,0,4,3,13,4,1,7,0
RADAUTI,2023-08-01,200,193,393,189,183,4,0,3,4,4,6,2,8,0
RADAUTI,2023-08-02,209,209,418,200,184,2,5,2,7,5,13,3,8,0
RADAUTI,2023-08-03,204,239,443,200,225,0,1,1,5,3,8,4,8,0
RADAUTI,2023-08-04,176,205,381,167,191,0,2,2,3,7,9,5,8,0
RADAUTI,2023-08-05,210,216,426,208,214,0,0,1,1,1,1,6,8,1
RADAUTI,2023-08-06,275,228,503,258,211,2,0,3,4,12,13,7,8,1
RADAUTI,2023-08-07,194,193,387,184,191,0,0,3,1,7,1,1,8,0
RADAUTI,2023-08-08,171,186,357,162,180,2,0,0,2,7,4,2,8,0
RADAUTI,2023-08-09,212,214,426,198,185,0,3,5,10,9,16,3,8,0
RADAUTI,2023-08-10,238,250,488,226,237,0,0,4,4,8,9,4,8,0
RADAUTI,2023-08-11,215,249,464,208,241,0,2,2,1,5,5,5,8,0
RADAUTI,2023-08-12,188,201,389,186,195,0,0,1,1,1,5,6,8,1
RADAUTI,2023-08-13,274,276,550,260,270,1,0,3,2,10,4,7,8,1
RADAUTI,2023-08-14,183,245,428,173,233,0,0,6,3,4,9,1,8,0
RADAUTI,2023-08-15,159,221,380,151,215,1,0,1,0,6,6,2,8,0
RADAUTI,2023-08-16,158,234,392,143,197,0,2,4,11,11,24,3,8,0
RADAUTI,2023-08-17,201,270,471,192,250,0,3,2,4,7,13,4,8,0
RADAUTI,2023-08-18,184,267,451,176,254,0,2,1,1,7,10,5,8,0
RADAUTI,2023-08-19,166,244,410,154,229,0,0,5,5,7,10,6,8,1
RADAUTI,2023-08-20,243,260,503,237,253,1,0,1,3,4,4,7,8,1
RADAUTI,2023-08-21,186,209,395,169,193,1,0,5,7,11,9,1,8,0
RADAUTI,2023-08-22,163,256,419,157,246,1,0,2,5,3,5,2,8,0
RADAUTI,2023-08-23,190,257,447,179,225,0,4,5,14,6,14,3,8,0
RADAUTI,2023-08-24,242,345,587,226,326,0,5,6,4,10,10,4,8,0
RADAUTI,2023-08-25,159,303,462,148,281,0,4,3,5,8,13,5,8,0
RADAUTI,2023-08-26,170,263,433,163,253,1,1,2,0,4,9,6,8,1
RADAUTI,2023-08-27,190,286,476,181,274,2,1,1,3,6,8,7,8,1
RADAUTI,2023-08-28,166,227,393,161,223,1,0,2,2,2,2,1,8,0
RADAUTI,2023-08-29,139,238,377,132,227,2,1,1,3,4,7,2,8,0
RADAUTI,2023-08-30,130,264,394,127,229,0,9,1,11,2,15,3,8,0
RADAUTI,2023-08-31,164,363,527,154,333,0,5,4,11,6,14,4,8,0
RADAUTI,2023-09-01,140,365,505,133,343,0,7,3,3,4,12,5,9,0
RADAUTI,2023-09-02,130,239,369,128,229,0,1,0,4,2,5,6,9,1
RADAUTI,2023-09-03,171,225,396,162,214,1,2,1,2,7,7,7,9,1
RADAUTI,2023-09-04,135,179,314,125,167,1,0,3,2,6,10,1,9,0
RADAUTI,2023-09-05,132,162,294,124,156,3,0,2,2,3,4,2,9,0
RADAUTI,2023-09-06,125,188,313,124,160,0,7,0,6,1,15,3,9,0
RADAUTI,2023-09-07,159,226,385,153,206,0,4,3,4,3,12,4,9,0
RADAUTI,2023-09-08,144,229,373,132,212,2,6,5,3,5,8,5,9,0
RADAUTI,2023-09-09,133,161,294,127,150,2,0,1,2,3,9,6,9,1
RADAUTI,2023-09-10,180,201,381,177,191,0,0,0,1,3,9,7,9,1
RADAUTI,2023-09-11,114,140,254,107,132,0,0,2,3,5,5,1,9,0
RADAUTI,2023-09-12,118,151,269,113,141,2,0,2,3,1,7,2,9,0
RADAUTI,2023-09-13,122,163,285,116,136,1,7,1,9,4,11,3,9,0
RADAUTI,2023-09-14,163,214,377,157,202,0,0,1,3,5,9,4,9,0
RADAUTI,2023-09-15,122,162,284,122,144,0,4,0,5,0,9,5,9,0
RADAUTI,2023-09-16,119,172,291,111,167,3,1,3,0,2,4,6,9,1
RADAUTI,2023-09-17,196,205,401,191,198,1,1,1,2,3,4,7,9,1
RADAUTI,2023-09-18,124,144,268,118,140,0,1,3,1,3,2,1,9,0
RADAUTI,2023-09-19,121,130,251,112,122,2,0,1,1,6,7,2,9,0
RADAUTI,2023-09-20,116,144,260,113,118,1,6,1,8,1,12,3,9,0
RADAUTI,2023-09-21,141,169,310,136,153,0,2,3,5,2,9,4,9,0
RADAUTI,2023-09-22,128,146,274,122,131,0,5,1,4,5,6,5,9,0
RADAUTI,2023-09-23,107,142,249,102,132,0,0,1,2,4,8,6,9,1
RADAUTI,2023-09-24,137,159,296,131,150,1,0,2,5,3,4,7,9,1
RADAUTI,2023-09-25,91,114,205,87,111,0,0,2,1,2,2,1,9,0
RADAUTI,2023-09-26,145,154,299,133,147,3,0,1,1,8,6,2,9,0
RADAUTI,2023-09-27,124,165,289,120,142,0,5,2,6,2,12,3,9,0
RADAUTI,2023-09-28,153,181,334,149,172,1,0,1,4,2,5,4,9,0
RADAUTI,2023-09-29,111,157,268,111,141,0,4,0,2,0,10,5,9,0
RADAUTI,2023-09-30,146,159,305,138,153,0,0,3,2,5,4,6,9,1
RADAUTI,2023-10-01,171,175,346,166,169,0,0,1,2,4,4,7,10,1
RADAUTI,2023-10-02,111,136,247,109,126,0,0,1,6,1,4,1,10,0
RADAUTI,2023-10-03,113,121,234,103,114,2,0,2,2,6,5,2,10,0
RADAUTI,2023-10-04,97,138,235,93,113,1,6,1,5,2,14,3,10,0
RADAUTI,2023-10-05,118,165,283,115,155,0,2,1,1,2,7,4,10,0
RADAUTI,2023-10-06,123,159,282,112,140,0,6,5,4,6,9,5,10,0
RADAUTI,2023-10-07,109,137,246,109,135,0,0,0,0,0,2,6,10,1
RADAUTI,2023-10-08,172,184,356,163,180,1,1,3,1,5,2,7,10,1
RADAUTI,2023-10-09,110,135,245,108,127,0,0,0,1,2,7,1,10,0
RADAUTI,2023-10-10,101,132,233,99,129,2,1,0,1,0,1,2,10,0
RADAUTI,2023-10-11,107,137,244,98,115,0,4,3,8,6,10,3,10,0
RADAUTI,2023-10-12,137,198,335,134,181,1,2,0,6,2,9,4,10,0
RADAUTI,2023-10-13,131,152,283,125,135,0,3,4,5,2,9,5,10,0
RADAUTI,2023-10-14,128,155,283,124,151,1,1,1,1,2,2,6,10,1
RADAUTI,2023-10-15,158,174,332,152,172,0,0,2,1,4,1,7,10,1
RADAUTI,2023-10-16,116,127,243,112,121,0,0,3,2,1,4,1,10,0
RADAUTI,2023-10-17,99,119,218,97,116,2,0,0,1,0,2,2,10,0
RADAUTI,2023-10-18,107,151,258,102,131,0,5,2,7,3,8,3,10,0
RADAUTI,2023-10-19,128,154,282,125,140,0,1,1,2,2,11,4,10,0
RADAUTI,2023-10-20,111,150,261,107,131,0,5,0,3,4,11,5,10,0
RADAUTI,2023-10-21,104,116,220,99,112,2,1,0,1,3,2,6,10,1
RADAUTI,2023-10-22,150,167,317,147,163,1,0,1,2,1,2,7,10,1
RADAUTI,2023-10-23,104,114,218,97,108,0,0,2,3,5,3,1,10,0
RADAUTI,2023-10-24,105,116,221,101,114,2,0,1,1,1,1,2,10,0
RADAUTI,2023-10-25,98,136,234,91,114,1,4,1,8,5,10,3,10,0
RADAUTI,2023-10-26,127,163,290,123,144,1,3,2,4,1,12,4,10,0
RADAUTI,2023-10-27,112,146,258,107,131,1,6,1,3,3,6,5,10,0
RADAUTI,2023-10-28,126,142,268,119,131,1,2,3,1,3,8,6,10,1
RADAUTI,2023-10-29,157,204,361,153,198,1,0,1,2,2,4,7,10,1
RADAUTI,2023-10-30,103,127,230,92,125,2,0,5,1,4,1,1,10,0
RADAUTI,2023-10-31,76,92,168,72,88,1,0,0,0,3,4,2,10,0
RADAUTI,2023-11-01,106,138,244,99,114,1,3,3,10,3,11,3,11,0
RADAUTI,2023-11-02,143,175,318,141,161,0,2,0,5,2,7,4,11,0
RADAUTI,2023-11-03,120,149,269,116,131,2,6,1,4,1,8,5,11,0
RADAUTI,2023-11-04,115,121,236,113,119,0,0,0,1,2,1,6,11,1
RADAUTI,2023-11-05,156,172,328,146,166,2,1,3,1,5,4,7,11,1
RADAUTI,2023-11-06,97,112,209,91,101,2,1,0,4,4,6,1,11,0
RADAUTI,2023-11-07,107,117,224,101,115,1,0,3,0,2,2,2,11,0
RADAUTI,2023-11-08,119,150,269,115,128,0,3,0,9,4,10,3,11,0
RADAUTI,2023-11-09,112,151,263,106,132,1,2,3,5,2,12,4,11,0
RADAUTI,2023-11-10,104,140,244,103,132,0,3,1,0,0,5,5,11,0
RADAUTI,2023-11-11,103,136,239,88,122,1,1,6,5,8,8,6,11,1
RADAUTI,2023-11-12,176,166,342,166,158,0,0,3,4,7,4,7,11,1
RADAUTI,2023-11-13,93,87,180,86,81,1,0,1,3,5,3,1,11,0
RADAUTI,2023-11-14,98,99,197,95,97,1,0,1,1,1,1,2,11,0
RADAUTI,2023-11-15,95,138,233,92,121,0,4,2,6,1,7,3,11,0
RADAUTI,2023-11-16,148,166,314,141,144,1,2,2,8,4,12,4,11,0
